temperature,ph_level,moisture_content,total_plate_count,coliform_count,storage_time_days,water_activity,food_type,packaging_type,supplier_id,safety_status
15.42,5.32,70.27,37873.01,6418.44,383.0,0.8029,meat,canned,SUP009,unsafe
3.05,5.57,67.98,6618.65,1016.4,12.0,0.8284,meat,refrigerated,SUP006,safe
25.16,5.13,7.04,4286.59,379.43,6.0,0.3,grain,ambient,SUP006,safe
17.45,6.19,71.43,19001.71,2726.74,257.0,0.7734,meat,canned,SUP019,unsafe
,6.4,19.69,14323.11,2188.07,30.0,0.4829,grain,refrigerated,SUP010,safe
-13.4,5.75,7.41,4611.94,610.35,365.0,0.3222,grain,frozen,SUP003,safe
,,78.29,4613.04,584.37,62.0,0.8427,seafood,vacuum,SUP018,unsafe
5.74,3.51,47.59,5366.17,631.72,16.0,0.6076,processed,refrigerated,SUP019,safe
-9.32,5.23,81.64,302.1,55.46,29.0,0.8902,meat,frozen,SUP005,safe
-2.58,4.86,47.43,124197.96,5201.09,8.0,0.5442,processed,refrigerated,SUP011,safe
5.38,5.56,72.66,5677.89,147.17,1.0,0.717,dairy,refrigerated,SUP010,safe
12.45,4.1,74.27,142849.12,9180.2,620.0,0.7967,produce,canned,SUP017,unsafe
24.27,6.75,83.63,63661.42,7821.83,10.0,0.8484,seafood,ambient,SUP004,unsafe
8.64,,62.39,8444.64,1980.85,20.0,0.7027,meat,refrigerated,SUP018,safe
-13.9,6.53,96.69,229.6,13.47,303.0,0.9573,produce,frozen,SUP018,safe
-9.39,5.06,76.69,8284.36,949.91,401.0,0.7519,produce,frozen,SUP001,safe
19.35,7.09,79.61,41991.13,5145.18,511.0,0.749,dairy,canned,SUP014,unsafe
19.22,7.01,71.69,1540.8,92.21,24.0,0.741,dairy,ambient,SUP008,safe
11.42,6.47,94.35,518.33,9.92,12.0,,produce,refrigerated,SUP002,safe
5.91,5.22,96.49,12667.76,663.95,17.0,0.913,produce,vacuum,SUP019,unsafe
13.36,3.56,53.39,999.75,22.26,,0.7105,processed,canned,SUP015,safe
-11.4,6.06,5.0,22023.85,1040.51,25.0,0.371,grain,frozen,SUP002,safe
4.94,4.19,42.54,4501.49,93.12,9.0,0.6032,processed,vacuum,SUP004,safe
6.26,4.92,92.34,64903.02,6437.9,,0.9113,produce,vacuum,SUP001,unsafe
-9.77,5.56,53.12,1883.94,193.76,32.0,0.6236,meat,frozen,SUP019,safe
14.06,6.23,82.59,73935.26,2152.66,469.0,0.7941,dairy,canned,SUP010,unsafe
8.91,,27.17,3104.26,59.09,74.0,0.4167,grain,canned,SUP001,safe
10.1,6.06,88.2,188394.61,71970.41,25.0,0.8386,produce,aerated,SUP020,unsafe
3.91,6.21,70.11,195.01,25.3,20.0,0.7536,dairy,vacuum,SUP015,safe
6.6,6.12,63.93,13820.08,1034.31,7.0,0.6578,meat,refrigerated,SUP004,safe
-11.91,5.01,43.69,4940.99,1067.92,93.0,0.5925,processed,frozen,SUP007,safe
13.41,7.75,98.0,7040.91,839.81,11.0,0.9273,seafood,aerated,SUP007,unsafe
16.72,6.85,,6577.64,503.73,,0.9084,seafood,canned,SUP018,unsafe
-10.73,6.94,87.31,4676.23,,320.0,,seafood,frozen,SUP013,safe
3.99,5.5,66.57,5024.13,315.16,48.0,0.6097,meat,vacuum,SUP010,safe
8.41,5.67,82.01,34572.87,7286.14,11.0,0.8139,meat,vacuum,SUP008,unsafe
11.91,5.17,58.67,1656.52,92.89,3.0,0.5637,meat,vacuum,SUP010,safe
1.93,5.79,95.77,439.75,12.68,20.0,0.9344,dairy,refrigerated,SUP014,safe
9.4,6.62,21.28,113947.48,5397.56,3.0,0.4764,grain,refrigerated,SUP014,safe
2.35,6.13,78.49,10663.5,374.51,30.0,0.7426,seafood,refrigerated,SUP020,safe
1.44,5.74,23.39,895.56,59.39,1.0,0.3909,grain,refrigerated,SUP011,safe
4.89,6.81,7.53,9418.57,593.77,13.0,0.3,grain,refrigerated,SUP006,safe
-11.85,5.52,57.35,,408.8,212.0,,meat,frozen,SUP001,safe
-11.26,6.16,98.0,10419.74,2601.63,192.0,0.92,produce,frozen,SUP019,safe
3.11,6.53,79.15,2153.02,397.37,17.0,0.8005,seafood,vacuum,SUP007,safe
-12.7,5.16,18.02,6774.32,1112.73,375.0,0.3987,grain,frozen,SUP018,safe
1.94,4.52,88.21,22812.48,500.21,20.0,0.8247,meat,refrigerated,SUP003,safe
-18.47,6.55,82.78,220.06,34.82,128.0,0.8946,produce,frozen,SUP020,safe
11.21,,88.57,25431.49,8344.33,337.0,0.8893,produce,canned,SUP011,unsafe
6.75,6.4,85.7,81528.61,10748.11,5.0,0.7978,meat,aerated,SUP005,unsafe
-12.44,5.7,91.69,15544.92,2625.19,527.0,0.8609,dairy,frozen,SUP019,unsafe
7.46,6.55,83.0,5848.18,227.52,31.0,0.7959,produce,refrigerated,SUP002,safe
-0.42,7.27,80.45,26396.73,2702.19,3.0,0.8932,produce,refrigerated,SUP004,safe
15.06,4.45,64.72,6287.03,377.84,111.0,0.7562,meat,canned,SUP010,unsafe
0.47,4.63,82.62,4639.38,165.0,55.0,0.8307,produce,refrigerated,SUP002,safe
-12.11,6.42,72.37,4519.54,232.07,48.0,0.8558,meat,frozen,SUP008,safe
2.13,5.91,90.78,4924.71,331.99,42.0,0.9627,produce,refrigerated,SUP001,safe
,7.12,87.79,419.22,16.35,188.0,0.8591,dairy,frozen,SUP006,safe
-11.6,5.54,,1378.77,103.73,9.0,0.312,grain,frozen,SUP011,safe
-15.76,7.39,69.29,2764.18,735.56,73.0,0.7323,meat,frozen,SUP010,safe
3.05,5.89,49.44,1517.54,59.71,9.0,0.5737,meat,refrigerated,SUP013,safe
12.34,5.53,86.45,,563.73,53.0,0.9486,dairy,ambient,SUP001,unsafe
8.84,6.3,96.75,56.57,3.54,17.0,0.8786,dairy,vacuum,SUP002,safe
8.46,,65.75,31718.86,1322.06,16.0,0.7708,seafood,vacuum,SUP003,safe
19.02,7.07,74.83,41214.82,8987.39,,0.8209,meat,ambient,SUP009,unsafe
-18.58,5.47,5.89,134.43,13.74,14.0,0.323,grain,frozen,SUP005,safe
-10.37,6.89,93.03,1917.64,293.46,144.0,0.99,dairy,frozen,SUP010,safe
-16.0,5.42,71.59,17969.79,4227.93,126.0,0.6874,meat,frozen,SUP010,safe
4.64,5.31,74.05,758.81,57.62,2.0,0.7773,meat,vacuum,SUP012,safe
10.94,4.97,85.65,12942.22,352.33,1.0,,dairy,refrigerated,SUP018,safe
1.89,6.98,98.0,2894.62,589.99,6.0,0.985,dairy,refrigerated,SUP001,safe
16.23,8.04,,,4984.3,52.0,0.8603,seafood,canned,SUP003,unsafe
15.69,6.27,72.95,11635.76,496.22,237.0,0.6878,seafood,canned,SUP005,unsafe
5.17,,80.99,3765.04,82.06,13.0,0.8884,seafood,refrigerated,SUP017,safe
6.85,7.64,76.31,10633.53,882.37,52.0,0.8203,seafood,vacuum,SUP008,safe
5.13,4.18,91.62,2476.4,184.9,11.0,0.8438,produce,refrigerated,SUP017,safe
9.82,7.48,80.8,394.79,66.81,3.0,0.8077,dairy,aerated,SUP009,safe
-14.16,6.28,73.23,439.56,48.74,25.0,0.711,seafood,frozen,SUP006,safe
23.53,4.12,51.99,1475.68,243.66,8.0,0.6294,processed,ambient,SUP017,safe
0.06,7.2,80.56,362.25,86.5,7.0,0.8311,seafood,refrigerated,SUP008,safe
17.06,4.67,98.0,966655.3,153382.75,730.0,0.9203,produce,canned,SUP007,unsafe
6.47,5.23,65.85,3071.13,,3.0,0.7055,meat,refrigerated,SUP007,safe
16.1,6.28,5.0,7145.61,450.98,194.0,0.3,grain,canned,SUP015,safe
12.35,4.06,8.36,5497.0,245.0,9.0,0.3712,grain,aerated,SUP007,safe
18.72,8.31,63.74,18942.96,1191.26,36.0,0.6181,seafood,ambient,SUP008,unsafe
-1.61,5.03,54.16,5223.69,1033.72,47.0,0.6536,processed,refrigerated,SUP009,safe
-14.22,5.47,68.26,371.09,52.12,38.0,0.6537,dairy,frozen,SUP015,safe
11.03,5.69,75.12,14006.04,927.69,6.0,0.7908,dairy,canned,SUP002,safe
3.8,6.79,8.38,2397.23,341.54,17.0,0.3541,grain,vacuum,SUP007,safe
2.27,6.48,27.44,57259.76,2200.4,7.0,0.4985,grain,vacuum,SUP015,safe
-15.43,7.61,74.27,3003.51,148.46,143.0,0.8259,dairy,frozen,SUP018,safe
2.21,5.25,70.12,7970.75,791.88,32.0,0.8082,meat,refrigerated,SUP018,safe
-20.0,6.74,90.8,2448.66,58.56,209.0,0.8097,dairy,frozen,SUP010,safe
6.1,6.14,84.84,71998.17,27476.92,2.0,0.8486,meat,refrigerated,SUP018,unsafe
12.66,6.56,19.78,3458.13,58.35,5.0,0.5291,grain,vacuum,SUP001,safe
15.82,7.9,90.94,34406.64,3551.79,730.0,0.8971,seafood,canned,SUP007,unsafe
8.39,5.23,78.64,6499.96,789.01,4.0,0.7696,meat,aerated,SUP003,safe
13.84,5.71,57.91,94585.15,8797.04,730.0,0.6724,meat,canned,SUP014,unsafe
4.74,6.01,88.6,3189.6,80.92,59.0,0.8567,dairy,vacuum,SUP012,safe
19.27,5.76,78.49,39870.67,4928.32,150.0,0.7513,meat,ambient,SUP014,unsafe
,6.06,80.43,18842.46,1182.45,14.0,,produce,aerated,SUP004,unsafe
16.48,3.68,44.2,1393.75,100.77,16.0,0.6165,processed,ambient,SUP013,safe
19.05,6.89,5.0,2730.0,476.37,518.0,0.3,grain,canned,SUP016,unsafe
14.54,5.59,92.73,17492.53,545.79,19.0,0.8981,dairy,ambient,SUP016,unsafe
-11.85,5.75,11.31,414.24,28.29,47.0,0.3452,grain,frozen,SUP005,safe
18.7,7.0,8.79,587.96,49.58,8.0,0.3,grain,ambient,SUP020,safe
11.7,6.26,5.0,28543.85,3109.66,22.0,0.3,grain,vacuum,SUP006,safe
5.02,7.27,79.33,966.66,73.56,1.0,0.7523,seafood,refrigerated,SUP006,safe
17.92,4.86,,679.21,32.65,5.0,,meat,ambient,SUP018,safe
5.26,,72.43,1380.86,54.92,31.0,0.7479,meat,vacuum,SUP006,safe
6.12,7.25,73.57,8477.67,846.35,,0.7302,dairy,vacuum,SUP007,safe
10.57,5.33,71.78,13594.03,1997.28,314.0,0.747,meat,canned,SUP016,unsafe
16.7,5.4,65.61,122762.12,7645.46,15.0,0.7638,meat,ambient,SUP009,unsafe
-19.35,7.77,67.51,528.28,57.29,50.0,0.7566,seafood,frozen,SUP013,safe
-16.77,4.66,76.73,3157.52,,39.0,0.8488,produce,frozen,SUP012,safe
6.28,7.22,68.23,25714.18,37.49,48.0,0.7321,seafood,vacuum,SUP019,safe
6.9,6.53,82.94,2997.41,101.74,84.0,0.9192,dairy,vacuum,SUP001,safe
-1.94,5.0,51.21,7152.39,643.29,7.0,0.6503,processed,refrigerated,SUP008,safe
5.59,4.59,52.7,221.56,9.99,35.0,0.6181,processed,vacuum,SUP004,safe
-12.31,5.54,15.08,23352.94,1134.66,220.0,0.4026,grain,frozen,SUP019,safe
18.51,4.14,42.41,19417.61,660.49,1.0,0.5133,processed,ambient,SUP005,safe
7.1,7.39,90.58,2122.15,258.01,3.0,0.8735,seafood,aerated,SUP017,safe
2.76,,45.58,10150.61,887.3,18.0,0.6178,processed,refrigerated,SUP003,safe
4.38,7.27,89.5,46645.81,5268.49,51.0,0.9123,dairy,vacuum,SUP019,unsafe
-15.91,5.62,68.36,233.5,30.07,9.0,0.7238,meat,frozen,SUP001,safe
6.52,4.95,73.76,2627.96,215.62,12.0,0.9161,meat,vacuum,SUP001,safe
10.92,6.31,82.86,49142.36,6088.73,15.0,0.83,dairy,refrigerated,SUP020,unsafe
11.77,6.17,88.94,9108.61,1266.64,115.0,0.7942,dairy,canned,SUP009,unsafe
-14.95,6.31,89.93,11708.79,1123.65,303.0,0.9452,produce,frozen,SUP005,safe
-14.16,5.7,20.14,1111.04,110.93,5.0,0.4613,grain,frozen,SUP007,safe
3.94,5.28,81.81,18656.31,7274.87,9.0,0.8434,produce,vacuum,SUP006,unsafe
7.29,7.63,67.3,9095.06,1649.23,4.0,0.7142,dairy,refrigerated,SUP017,safe
6.89,6.41,5.0,16154.37,2539.62,730.0,0.3522,grain,canned,SUP017,unsafe
2.41,6.83,98.0,279.48,23.93,22.0,0.99,produce,refrigerated,SUP013,safe
8.45,6.81,68.45,16262.75,1853.83,96.0,0.755,meat,vacuum,SUP012,unsafe
3.12,4.79,90.92,13311.7,1571.86,8.0,0.8175,produce,refrigerated,SUP004,safe
3.54,6.59,59.46,441.5,42.66,77.0,0.5138,meat,vacuum,SUP008,safe
15.32,7.02,70.66,7958.95,1009.75,701.0,0.7785,meat,canned,SUP005,unsafe
11.72,6.23,39.77,7070.82,580.49,3.0,0.5092,processed,aerated,SUP005,safe
4.63,6.59,61.24,5789.72,715.88,72.0,0.6931,meat,refrigerated,SUP013,safe
6.6,7.77,75.98,235.99,19.96,13.0,0.7534,seafood,aerated,SUP011,safe
5.37,5.76,16.45,599.16,64.86,51.0,0.3629,grain,refrigerated,SUP008,safe
2.79,,95.52,8568.0,748.78,28.0,0.8826,produce,refrigerated,SUP008,safe
8.24,6.22,90.79,19596.83,1398.89,67.0,0.8564,dairy,vacuum,SUP001,unsafe
-9.55,5.17,69.12,4090.83,385.63,518.0,0.7881,dairy,frozen,SUP013,safe
-1.82,7.57,84.93,3467.7,219.82,24.0,0.8807,dairy,vacuum,SUP005,safe
14.33,5.27,88.03,8592.89,736.33,558.0,,produce,canned,SUP008,unsafe
-1.21,8.03,64.68,19184.28,1605.78,3.0,0.6668,seafood,refrigerated,SUP017,safe
11.33,5.51,85.16,9539.21,525.85,18.0,0.8725,dairy,refrigerated,SUP013,unsafe
-15.4,5.87,47.5,1098.85,88.68,276.0,0.6613,processed,frozen,SUP009,safe
11.24,6.6,85.12,1348.34,80.41,8.0,0.9051,seafood,aerated,SUP002,safe
13.89,4.77,70.81,5442.09,700.51,,0.7101,meat,canned,SUP019,unsafe
3.59,8.3,74.51,74356.26,2644.31,23.0,0.8338,seafood,vacuum,SUP020,unsafe
1.23,6.39,98.0,3416.93,405.99,11.0,0.8482,produce,refrigerated,SUP017,safe
-9.24,6.67,62.79,1090.66,111.53,1.0,0.698,dairy,frozen,SUP007,safe
6.87,5.83,69.36,3411.74,543.18,2.0,0.7752,meat,refrigerated,SUP003,safe
14.83,6.35,5.0,926.59,43.25,7.0,0.3,grain,aerated,SUP019,safe
14.17,7.16,70.88,15098.26,209.69,301.0,0.8654,seafood,canned,SUP019,unsafe
14.86,6.37,85.25,11842.25,1912.55,80.0,0.9204,seafood,canned,SUP009,unsafe
5.2,6.67,67.26,4541.1,619.02,,0.7695,seafood,vacuum,SUP010,safe
13.14,8.07,70.76,1218.56,31.31,153.0,0.7117,dairy,canned,SUP014,safe
0.87,8.64,98.0,262680.6,43696.48,17.0,0.9336,dairy,refrigerated,SUP018,unsafe
4.25,8.25,66.41,1871.93,25.42,13.0,0.7712,seafood,refrigerated,SUP015,safe
-16.37,6.18,86.51,710.36,131.22,12.0,0.8062,meat,frozen,SUP001,safe
-12.67,6.23,83.28,1606.2,122.9,,0.8323,dairy,frozen,SUP006,safe
6.51,5.36,6.75,425.09,54.09,13.0,0.3894,grain,vacuum,SUP015,safe
4.86,4.41,55.67,4435.54,673.46,15.0,0.5871,processed,refrigerated,SUP006,safe
11.03,5.56,25.37,11444.84,1745.07,5.0,0.4815,grain,vacuum,SUP018,safe
18.89,7.72,5.0,1562.19,145.22,185.0,0.3,grain,ambient,SUP001,safe
-11.73,7.25,64.9,,5.43,15.0,0.6746,meat,frozen,SUP003,safe
20.15,5.6,,5270.6,260.58,494.0,0.6548,processed,canned,SUP017,unsafe
22.92,5.73,87.88,6584.73,609.86,23.0,0.8969,dairy,ambient,SUP016,unsafe
9.46,5.71,61.02,650.22,67.36,4.0,0.6616,processed,vacuum,SUP008,safe
-14.92,4.81,55.15,594.92,101.92,4.0,0.6648,processed,frozen,SUP017,safe
-13.31,3.78,98.0,1416.97,76.29,81.0,0.9026,produce,frozen,SUP008,safe
5.05,5.23,51.79,3038.88,354.58,11.0,0.6101,processed,aerated,SUP017,safe
15.5,4.83,92.22,1192.58,48.28,15.0,0.962,produce,canned,SUP009,unsafe
4.82,,73.22,9462.28,1601.93,17.0,,meat,refrigerated,SUP012,safe
4.07,6.8,78.58,61026.16,7256.38,14.0,0.8487,seafood,refrigerated,SUP019,unsafe
9.08,5.1,98.0,64551.01,6395.72,13.0,,produce,vacuum,SUP004,unsafe
15.38,6.47,87.37,3237.24,141.22,2.0,0.8391,dairy,ambient,SUP011,safe
,5.43,97.88,25520.72,1191.81,111.0,0.8754,produce,vacuum,SUP004,unsafe
11.71,3.5,59.44,135632.89,3368.76,,0.6291,processed,aerated,SUP014,safe
8.79,7.72,89.28,5512.25,851.64,0.0,0.8434,dairy,aerated,SUP014,safe
5.55,5.21,17.02,2949.66,167.74,51.0,0.4031,grain,vacuum,SUP006,safe
7.44,,39.9,9157.21,874.15,10.0,0.5895,processed,vacuum,SUP017,safe
23.56,4.74,44.5,24467.55,4023.87,19.0,0.5742,processed,ambient,SUP002,unsafe
14.3,4.91,58.43,1583.27,108.45,18.0,0.6682,processed,canned,SUP008,safe
6.43,8.17,94.24,34636.69,949.99,223.0,0.9083,seafood,vacuum,SUP004,unsafe
6.05,5.22,30.6,34084.37,3243.2,26.0,0.5227,processed,vacuum,SUP010,safe
9.35,6.45,6.32,10654.78,1221.81,98.0,0.3733,grain,refrigerated,SUP007,safe
2.89,6.72,85.24,40980.11,4514.02,6.0,0.7847,dairy,refrigerated,SUP004,safe
8.91,7.19,71.21,100.45,2.74,2.0,0.7487,seafood,aerated,SUP016,safe
10.39,5.75,81.77,23183.6,6966.06,110.0,0.8929,produce,vacuum,SUP014,unsafe
9.44,4.25,74.75,,508.96,2.0,0.7201,meat,aerated,SUP016,safe
9.41,5.3,,37322.72,3599.18,25.0,0.9407,produce,vacuum,SUP009,unsafe
,6.43,69.68,697.75,,3.0,0.7444,produce,vacuum,SUP004,safe
13.38,9.0,83.3,23198.37,1030.86,730.0,0.8131,dairy,canned,SUP006,unsafe
13.45,4.54,94.63,38155.16,2642.5,0.0,,produce,aerated,SUP001,unsafe
-16.03,,19.8,349.12,24.29,265.0,0.4306,grain,frozen,SUP007,safe
8.55,6.54,83.19,9949.29,843.98,5.0,0.9163,seafood,aerated,SUP001,unsafe
19.77,8.14,98.0,11294.32,1128.48,1.0,0.9373,dairy,ambient,SUP019,unsafe
16.03,5.42,85.29,6441.09,1072.58,0.0,0.8774,dairy,ambient,SUP008,unsafe
-15.24,6.3,83.12,17860.54,2128.94,493.0,0.8114,meat,frozen,SUP003,unsafe
14.34,3.87,43.54,,2816.02,494.0,0.5547,processed,canned,SUP001,unsafe
14.14,5.55,70.58,6365.13,378.48,423.0,0.7792,meat,canned,SUP001,unsafe
,5.47,77.87,12088.3,563.31,210.0,0.8276,produce,canned,SUP007,unsafe
8.62,6.66,79.01,972.17,150.7,3.0,0.8435,meat,refrigerated,SUP013,safe
-16.57,4.94,68.8,18639.8,3046.24,205.0,0.766,meat,frozen,SUP001,safe
4.33,6.53,15.58,502.76,35.76,13.0,0.3344,grain,refrigerated,SUP016,safe
21.02,5.52,86.87,34421.26,3425.49,,0.8243,produce,ambient,SUP014,unsafe
,6.72,90.86,4604.9,76.73,166.0,0.9331,dairy,canned,SUP004,unsafe
-11.84,7.77,83.97,634542.48,32618.75,730.0,0.7479,seafood,frozen,SUP012,unsafe
6.87,5.47,75.05,447.59,10.17,3.0,0.8025,dairy,vacuum,SUP012,safe
,7.65,70.63,44014.8,1908.19,0.0,0.7535,seafood,aerated,SUP017,unsafe
16.02,5.04,89.72,389075.65,9186.74,730.0,0.9257,produce,canned,SUP015,unsafe
6.22,7.38,91.6,2747.24,56.83,7.0,0.9162,dairy,aerated,SUP010,safe
4.58,6.07,88.63,1441.86,182.02,5.0,0.8429,meat,refrigerated,SUP003,safe
10.38,5.63,73.03,11892.67,248.29,64.0,0.7392,meat,vacuum,SUP020,safe
-14.62,4.53,60.08,199.17,27.55,108.0,0.6644,processed,frozen,SUP020,safe
-13.61,5.66,33.87,1262.31,47.48,3.0,0.5492,processed,frozen,SUP012,safe
3.27,7.51,98.0,1371.7,84.66,14.0,0.8219,dairy,refrigerated,SUP001,safe
7.06,5.57,18.06,1982.37,356.93,101.0,0.4252,grain,canned,SUP001,safe
4.06,4.89,69.5,1365.43,176.76,1.0,0.7076,meat,refrigerated,SUP010,safe
-13.09,6.36,68.35,647.54,25.33,45.0,0.7538,meat,frozen,SUP018,safe
12.46,4.84,5.0,57830.61,1444.97,235.0,0.3497,grain,canned,SUP015,safe
2.54,3.96,41.79,6746.69,186.17,2.0,0.4885,processed,vacuum,SUP002,safe
-16.64,4.15,69.1,491.95,80.0,386.0,0.7378,processed,frozen,SUP017,safe
6.29,5.17,80.11,1418.05,136.03,11.0,0.8285,produce,refrigerated,SUP008,safe
-8.08,4.73,59.92,8847.64,553.68,62.0,0.6939,meat,frozen,SUP009,safe
8.15,4.45,5.0,8311.92,992.7,16.0,0.3264,grain,refrigerated,SUP020,safe
-18.03,4.89,58.02,,22.31,293.0,0.6161,meat,frozen,SUP011,safe
8.56,6.01,90.15,18211.11,807.39,42.0,0.8326,produce,vacuum,SUP006,unsafe
4.01,4.78,80.89,6075.82,388.72,10.0,0.7569,meat,vacuum,SUP014,safe
12.25,5.23,83.9,443.83,19.86,42.0,0.873,produce,canned,SUP001,safe
2.61,7.36,56.27,1782.48,69.46,27.0,0.66,meat,refrigerated,SUP007,safe
6.12,6.46,87.92,4559.31,,3.0,0.8689,dairy,refrigerated,SUP009,safe
11.88,5.27,49.44,3703.7,462.41,0.0,0.5361,processed,aerated,SUP011,safe
-14.29,5.74,95.03,,38.99,185.0,0.916,dairy,frozen,SUP016,safe
13.76,8.73,75.45,2608.58,316.58,60.0,0.8221,seafood,canned,SUP019,unsafe
15.39,5.37,67.4,14757.19,434.77,730.0,0.646,meat,canned,SUP002,unsafe
10.7,6.32,,2800.03,80.54,14.0,0.816,dairy,aerated,SUP015,safe
9.53,7.55,85.89,2724.28,29.49,42.0,0.7798,dairy,vacuum,SUP003,safe
2.15,,81.07,4163.92,194.96,80.0,0.806,dairy,vacuum,SUP004,safe
6.06,6.04,6.45,2759.83,76.93,,0.3,grain,vacuum,SUP020,safe
2.8,5.57,51.5,52120.48,,,0.6538,meat,vacuum,SUP007,safe
5.85,4.78,44.35,107472.89,24545.79,46.0,0.5967,processed,vacuum,SUP012,safe
-14.68,5.8,97.15,21632.56,3148.86,5.0,0.99,produce,frozen,SUP004,safe
13.86,7.44,88.5,27989.84,1023.66,730.0,0.8726,seafood,canned,SUP010,unsafe
16.6,,85.29,2278.39,318.29,59.0,0.8713,produce,ambient,SUP006,unsafe
1.54,6.39,92.99,22446.25,1977.97,137.0,,seafood,vacuum,SUP014,unsafe
7.72,5.51,11.71,6544.49,387.97,479.0,0.321,grain,canned,SUP003,safe
13.61,4.68,56.62,27453.28,2321.84,193.0,0.7098,meat,canned,SUP017,unsafe
4.71,4.53,53.48,1010.8,112.96,10.0,0.7098,meat,vacuum,SUP011,safe
1.97,6.24,24.18,5449.73,541.13,2.0,0.4925,grain,refrigerated,SUP010,safe
9.97,5.75,46.27,2903.31,798.56,7.0,0.6073,processed,vacuum,SUP010,safe
16.42,6.7,5.0,1278.77,,7.0,0.3,grain,ambient,SUP010,safe
8.25,5.09,57.41,2672.89,257.91,11.0,0.7302,seafood,refrigerated,SUP003,safe
-9.13,5.8,8.04,3678.4,303.14,207.0,0.3813,grain,frozen,SUP015,safe
-19.85,6.12,84.05,8297.49,766.03,67.0,0.9476,seafood,frozen,SUP017,safe
4.28,7.11,73.02,2191.26,281.59,11.0,0.7169,seafood,refrigerated,SUP018,safe
12.8,5.47,59.47,13871.81,1121.19,152.0,0.7297,meat,canned,SUP019,unsafe
-20.0,5.97,84.51,5520.48,,214.0,0.8767,produce,frozen,SUP019,safe
1.67,6.48,97.43,26594.86,4604.85,,0.9162,dairy,vacuum,SUP012,unsafe
,4.28,56.07,22975.78,1517.46,52.0,0.7326,meat,vacuum,SUP005,safe
-7.94,5.23,5.58,15498.6,896.15,10.0,0.3564,grain,frozen,SUP016,safe
-11.29,5.8,82.11,1504.98,29.76,116.0,0.7869,meat,frozen,SUP015,safe
4.97,6.57,89.94,50916.49,7235.73,20.0,0.8787,dairy,refrigerated,SUP015,unsafe
5.94,5.38,86.79,6445.93,851.9,35.0,0.8167,dairy,vacuum,SUP006,safe
9.05,3.77,43.52,696.9,19.58,42.0,0.5594,processed,refrigerated,SUP012,safe
15.44,7.04,80.31,3039.59,195.9,0.0,0.8572,seafood,aerated,SUP002,unsafe
12.24,5.88,74.62,18957.65,2839.24,125.0,0.8345,seafood,canned,SUP020,unsafe
8.0,,5.0,7292.14,452.59,,0.3436,grain,canned,SUP009,safe
7.71,5.64,5.0,1612.28,135.77,,0.3,grain,canned,SUP004,safe
9.97,5.41,77.84,2069.64,,33.0,0.825,meat,vacuum,SUP005,safe
,4.8,89.4,1248.11,,26.0,0.9172,produce,frozen,SUP008,safe
4.55,5.44,15.15,416.94,,4.0,0.3,grain,refrigerated,SUP010,safe
8.63,5.51,91.52,824.28,93.31,269.0,0.9007,produce,canned,SUP007,unsafe
-16.26,5.92,89.41,566.2,39.14,730.0,0.8717,dairy,frozen,SUP014,safe
3.11,6.06,9.45,1029.1,60.55,6.0,0.4091,grain,refrigerated,SUP005,safe
4.62,6.7,75.18,6688.11,589.53,2.0,0.808,seafood,refrigerated,SUP016,safe
-15.2,5.93,61.85,6110.31,,123.0,0.7262,meat,frozen,SUP015,safe
5.89,7.7,65.86,500.0,70.17,2.0,0.704,seafood,aerated,SUP005,safe
1.65,7.17,73.78,516.69,112.86,11.0,0.7797,dairy,refrigerated,SUP003,safe
-10.38,7.53,81.35,1714.92,220.86,113.0,0.8759,dairy,frozen,SUP010,safe
9.73,6.67,5.0,2058.55,218.2,8.0,0.3293,grain,aerated,SUP005,safe
10.84,6.69,71.18,26133.12,2556.43,17.0,0.7714,dairy,aerated,SUP015,unsafe
1.3,6.65,,11771.59,1557.58,3.0,0.8109,seafood,refrigerated,SUP018,safe
-2.86,6.69,82.24,2473.24,262.22,77.0,0.8311,seafood,vacuum,SUP008,safe
17.43,5.8,80.48,14352.56,1381.58,89.0,0.7225,dairy,ambient,SUP002,unsafe
3.4,5.0,72.72,1131.61,67.18,21.0,0.7468,processed,vacuum,SUP008,safe
5.05,6.36,53.52,3698.68,593.27,1.0,0.651,meat,refrigerated,SUP008,safe
23.86,5.22,79.76,58953.56,7364.95,629.0,0.8568,meat,canned,SUP004,unsafe
-11.91,5.77,68.89,26295.92,2794.87,217.0,0.6978,meat,frozen,SUP019,safe
,5.26,77.85,13828.22,2291.43,3.0,0.8247,meat,refrigerated,SUP018,unsafe
15.71,6.67,86.09,5454.16,154.06,215.0,0.933,dairy,canned,SUP001,unsafe
-15.89,5.06,71.28,782.44,36.15,155.0,0.7313,produce,frozen,SUP020,safe
7.04,4.41,50.95,1804.52,74.49,8.0,0.5539,processed,vacuum,SUP015,safe
11.34,5.26,73.36,653.86,123.19,56.0,0.7913,meat,vacuum,SUP018,safe
14.49,5.9,68.08,3836.47,283.91,8.0,0.6829,produce,aerated,SUP012,safe
2.27,5.42,98.0,4367.57,687.73,30.0,0.8961,produce,refrigerated,SUP001,safe
6.76,5.66,15.11,,254.88,37.0,0.4444,grain,vacuum,SUP007,safe
1.71,7.21,86.72,15477.13,1827.13,38.0,0.9575,seafood,vacuum,SUP019,unsafe
16.47,5.47,58.34,15622.91,1343.72,352.0,0.6292,meat,canned,SUP001,unsafe
